municipio,vul_car_pob,NOM_MUN,NOM_LOC,PCON_LIMI,PHOG_IND,P5_HLI_NHE,PCON_DISC,VPH_PISODT,VPH_S_ELEC
Charcas,"5,081",Charcas,Total del Municipio,2988,90,0,1428,5630,232
Ebano,"10,618",Ebano,Total del Municipio,5293,5045,35,2701,11197,180
Guadalcázar,"7,152",Guadalcázar,Total del Municipio,4086,45,0,1911,6023,186
Huehuetlán,"3,389",Huehuetlán,Total del Municipio,1233,11649,295,701,3430,235
Lagunillas,"1,774",Lagunillas,Total del Municipio,974,162,1,421,1606,48
Matehuala,"30,709",Matehuala,Total del Municipio,14890,398,2,5394,26884,204
Mexquitic de Carmona,"19,684",Mexquitic de Carmona,Total del Municipio,7578,181,1,3013,13407,288
Moctezuma,"6,060",Moctezuma,Total del Municipio,2693,57,0,1167,4961,112
Rayón,"4,654",Rayón,Total del Municipio,2839,1558,9,1556,4090,170
Rioverde,"27,481",Rioverde,Total del Municipio,12929,826,2,6295,24874,460
Salinas,"7,134",Salinas,Total del Municipio,4765,34,0,2298,7533,117
San Antonio,763,San Antonio,Total del Municipio,797,8869,293,338,2098,119
San Ciro de Acosta,"2,809",San Ciro de Acosta,Total del Municipio,1577,66,0,887,2840,65
San Luis Potosí,"279,194",San Luis Potosí,Total del Municipio,100124,11032,19,37413,255444,715
San Martín Chalchicuautla,"2,278",San Martín Chalchicuautla,Total del Municipio,2447,10555,279,1273,4204,124
San Nicolás Tolentino,"1,950",San Nicolás Tolentino,Total del Municipio,886,0,0,495,1452,38
Santa Catarina,"1,590",Santa Catarina,Total del Municipio,1126,8197,887,818,2615,241
Santa María del Río,"13,162",Santa María del Río,Total del Municipio,4058,74,0,1870,9599,410
Santo Domingo,"3,700",Santo Domingo,Total del Municipio,1846,7,0,793,2759,36
San Vicente Tancuayalab,"2,544",San Vicente Tancuayalab,Total del Municipio,1394,4647,42,668,3608,118
Soledad de Graciano Sánchez,"81,488",Soledad de Graciano Sánchez,Total del Municipio,34473,3663,3,12281,90649,240
Tamasopo,"8,218",Tamasopo,Total del Municipio,4360,4115,126,2069,7615,423
Tamazunchale,"13,613",Tamazunchale,Total del Municipio,10401,53259,1085,4520,21014,448
Tampacán,"2,623",Tampacán,Total del Municipio,1807,8689,172,1102,3072,103
Tampamolón Corona,"1,672",Tampamolón Corona,Total del Municipio,1682,10766,267,893,2603,153
Tamuín,"9,988",Tamuín,Total del Municipio,5843,7742,51,2723,9480,245
Tanlajás,"2,064",Tanlajás,Total del Municipio,1906,16325,586,1064,4140,203
Tanquián de Escobedo,"2,550",Tanquián de Escobedo,Total del Municipio,1972,3514,34,953,3377,70
Tierra Nueva,"1,965",Tierra Nueva,Total del Municipio,1023,13,0,602,2026,76
Vanegas,"1,963",Vanegas,Total del Municipio,894,39,0,555,1870,19
Venado,"4,120",Venado,Total del Municipio,2402,55,0,1099,3848,194
Villa de Arriaga,"6,654",Villa de Arriaga,Total del Municipio,2172,64,0,1057,4476,100
Villa de Guadalupe,"2,491",Villa de Guadalupe,Total del Municipio,1527,30,0,665,2358,62
Villa de la Paz,"1,467",Villa de la Paz,Total del Municipio,855,29,0,409,1301,10
Villa de Ramos,"5,209",Villa de Ramos,Total del Municipio,5311,82,4,2693,9643,95
Villa de Reyes,"14,738",Villa de Reyes,Total del Municipio,4932,64,0,2284,11330,145
Villa Hidalgo,"5,770",Villa Hidalgo,Total del Municipio,1776,46,0,846,4109,75
Villa Juárez,"3,031",Villa Juárez,Total del Municipio,1489,27,0,767,2624,72
Axtla de Terrazas,"4,158",Axtla de Terrazas,Total del Municipio,4028,24069,299,1723,7340,147
Xilitla,"6,018",Xilitla,Total del Municipio,5776,26741,383,3162,11053,536
Zaragoza,"9,117",Zaragoza,Total del Municipio,2870,25,0,1302,5999,86
Villa de Arista,"4,533",Villa de Arista,Total del Municipio,1944,116,0,1155,4157,82
Matlapa,"3,201",Matlapa,Total del Municipio,2895,21876,445,1591,6244,123
El Naranjo,"5,262",El Naranjo,Total del Municipio,2692,202,0,1172,5688,104
Ahome,"144,898",Ahome,Total del Municipio,49919,14600,58,23119,131846,698
Angostura,"22,588",Angostura,Total del Municipio,4498,347,14,2455,12788,43
Badiraguato,"9,092",Badiraguato,Total del Municipio,2933,34,0,1564,6134,252
Concordia,"10,225",Concordia,Total del Municipio,2760,72,5,1690,6910,108
Cosalá,"5,168",Cosalá,Total del Municipio,1961,41,0,844,3909,28
Culiacán,"357,233",Culiacán,Total del Municipio,94803,4677,47,41959,276115,487
Choix,"9,290",Choix,Total del Municipio,3095,1551,10,1408,7529,226
Elota,"25,037",Elota,Total del Municipio,5432,1552,82,2273,11691,100
Escuinapa,"23,461",Escuinapa,Total del Municipio,7167,4124,215,3572,15651,180
El Fuerte,"37,787",El Fuerte,Total del Municipio,12152,11538,35,5670,25005,435
Guasave,"87,827",Guasave,Total del Municipio,34170,4624,125,14668,75964,416
Mazatlán,"183,142",Mazatlán,Total del Municipio,52961,4608,79,23927,150170,532
Mocorito,"20,270",Mocorito,Total del Municipio,5569,46,0,2663,11060,84
Rosario,"24,332",Rosario,Total del Municipio,7373,1455,119,3599,14244,207
Salvador Alvarado,"24,712",Salvador Alvarado,Total del Municipio,10527,417,0,4523,22914,44
San Ignacio,"6,707",San Ignacio,Total del Municipio,2395,63,5,1481,5286,138
Sinaloa,"25,519",Sinaloa,Total del Municipio,10387,1899,10,4776,19319,577
Navolato,"56,071",Navolato,Total del Municipio,15294,5136,55,7767,36634,178
Aconchi,"1,629",Aconchi,Total del Municipio,362,4,0,171,787,9
Agua Prieta,"30,525",Agua Prieta,Total del Municipio,8231,1170,4,4039,26745,311
Alamos,"9,641",Alamos,Total del Municipio,3399,2060,8,1665,6286,357
Altar,"3,781",Altar,Total del Municipio,1208,190,1,540,2618,34
Arivechi,565,Arivechi,Total del Municipio,154,24,0,97,383,10
Arizpe,"1,535",Arizpe,Total del Municipio,522,3,0,333,949,13
Atil,353,Atil,Total del Municipio,94,1,0,43,189,1
Bacadéhuachi,357,Bacadéhuachi,Total del Municipio,191,0,0,65,340,1
Bacanora,423,Bacanora,Total del Municipio,140,0,0,82,256,2
Bacerac,627,Bacerac,Total del Municipio,252,0,0,77,375,8
Bacoachi,611,Bacoachi,Total del Municipio,241,5,0,135,510,8
Bácum,"8,899",Bácum,Total del Municipio,2882,3203,35,1186,5990,97
Banámichi,846,Banámichi,Total del Municipio,253,0,0,88,559,6
Baviácora,"2,070",Baviácora,Total del Municipio,511,0,0,270,1029,3
Bavispe,438,Bavispe,Total del Municipio,196,2,0,76,387,1
Benjamín Hill,"1,273",Benjamín Hill,Total del Municipio,639,19,0,359,1521,34
Caborca,"31,131",Caborca,Total del Municipio,9655,1714,11,4134,25547,320
Cajeme,"103,226",Cajeme,Total del Municipio,52177,7655,14,25835,133250,900
Cananea,"9,164",Cananea,Total del Municipio,3802,271,0,1546,11477,53
Carbó,"1,718",Carbó,Total del Municipio,589,135,0,236,1365,46
La Colorada,991,La Colorada,Total del Municipio,183,12,0,139,654,26
Cucurpe,378,Cucurpe,Total del Municipio,66,2,0,14,310,25
Cumpas,"2,249",Cumpas,Total del Municipio,674,6,0,357,1840,9
Divisaderos,360,Divisaderos,Total del Municipio,136,3,0,73,242,0
Empalme,"13,270",Empalme,Total del Municipio,5546,778,4,2693,14331,110
Etchojoa,"20,393",Etchojoa,Total del Municipio,7668,20237,82,3889,14379,613
Fronteras,"2,924",Fronteras,Total del Municipio,686,293,1,303,2641,45
Granados,538,Granados,Total del Municipio,188,0,0,126,342,0
Guaymas,"46,390",Guaymas,Total del Municipio,17544,18194,444,8412,44447,533
Hermosillo,"260,319",Hermosillo,Total del Municipio,97231,18470,198,41409,272447,1243
Huachinera,557,Huachinera,Total del Municipio,262,7,0,111,387,3
Huásabas,430,Huásabas,Total del Municipio,135,6,0,88,299,2
Huatabampo,"18,743",Huatabampo,Total del Municipio,10377,16711,62,4896,20415,481
Huépac,438,Huépac,Total del Municipio,114,3,0,59,326,2
Imuris,"4,862",Imuris,Total del Municipio,1852,136,1,816,3467,45
Magdalena,"11,032",Magdalena,Total del Municipio,3188,178,0,1643,9734,79
Mazatán,586,Mazatán,Total del Municipio,102,4,0,58,393,10
Moctezuma,"2,041",Moctezuma,Total del Municipio,390,9,0,241,1698,5
Naco,"1,713",Naco,Total del Municipio,631,70,0,429,1658,36
Nácori Chico,553,Nácori Chico,Total del Municipio,351,0,0,145,486,33
Nacozari de García,"3,337",Nacozari de García,Total del Municipio,1511,243,0,549,4243,41
Navojoa,"53,993",Navojoa,Total del Municipio,16590,15671,56,9060,44815,607
Nogales,"74,713",Nogales,Total del Municipio,23584,5043,12,9328,77128,430
Ónavas,247,,,,,,,,
Opodepe,"1,091",Opodepe,Total del Municipio,443,13,0,222,799,39
Oquitoa,298,Oquitoa,Total del Municipio,59,0,0,34,155,2
Pitiquito,"3,429",Pitiquito,Total del Municipio,1236,410,7,439,2671,144
Puerto Peñasco,"22,834",Puerto Peñasco,Total del Municipio,5777,1567,11,2447,18657,225
Quiriego,"1,051",Quiriego,Total del Municipio,409,231,0,269,851,95
Rayón,724,Rayón,Total del Municipio,272,16,0,153,531,11
Rosario,"2,164",Rosario,Total del Municipio,703,41,0,399,1408,43
Sahuaripa,"2,291",Sahuaripa,Total del Municipio,827,20,0,304,1646,45
San Felipe de Jesús,173,San Felipe de Jesús,Total del Municipio,88,0,0,25,126,1
San Javier,323,San Javier,Total del Municipio,51,12,0,21,147,0
San Luis Río Colorado,"64,823",San Luis Río Colorado,Total del Municipio,20246,1850,5,8801,57710,703
San Miguel de Horcasitas,"4,466",San Miguel de Horcasitas,Total del Municipio,1051,4081,38,370,2528,73
San Pedro de la Cueva,745,San Pedro de la Cueva,Total del Municipio,126,7,0,116,553,8
Santa Ana,"5,919",Santa Ana,Total del Municipio,1776,53,0,755,4895,41
Santa Cruz,523,Santa Cruz,Total del Municipio,240,21,0,59,548,9
Sáric,"1,015",Sáric,Total del Municipio,227,13,0,122,621,15
Soyopa,931,Soyopa,Total del Municipio,193,7,0,114,464,10
Suaqui Grande,664,Suaqui Grande,Total del Municipio,209,0,0,63,348,6
Tepache,590,Tepache,Total del Municipio,200,0,0,133,397,4
Trincheras,783,Trincheras,Total del Municipio,159,4,0,55,471,12
Tubutama,909,Tubutama,Total del Municipio,248,11,0,104,486,14
Ures,"4,619",Ures,Total del Municipio,1451,29,0,660,2898,36
Villa Hidalgo,563,Villa Hidalgo,Total del Municipio,217,7,0,103,488,8
Villa Pesqueira,607,Villa Pesqueira,Total del Municipio,204,0,0,114,368,10
Yécora,945,Yécora,Total del Municipio,765,766,2,406,1336,61
General Plutarco Elías Calles,"5,203",General Plutarco Elías Calles,Total del Municipio,1771,155,0,863,3983,60
Benito Juárez,"6,904",Benito Juárez,Total del Municipio,2649,2702,5,1566,5847,88
San Ignacio Río Muerto,"4,962",San Ignacio Río Muerto,Total del Municipio,1846,2094,4,916,3648,128
Balancán,"21,962",Balancán,Total del Municipio,8471,1905,17,4501,16244,429
Cárdenas,"70,050",Cárdenas,Total del Municipio,24110,2290,5,14740,64090,460
Centla,"25,995",Centla,Total del Municipio,12667,22425,55,6754,26590,345
Centro,"236,262",Centro,Total del Municipio,72609,44799,101,38861,193650,448
Comalcalco,"81,255",Comalcalco,Total del Municipio,21599,1287,3,12034,56101,224
Cunduacán,"44,304",Cunduacán,Total del Municipio,16610,1095,0,9047,36106,202
Emiliano Zapata,"9,207",Emiliano Zapata,Total del Municipio,4134,679,5,1884,9376,55
Huimanguillo,"54,969",Huimanguillo,Total del Municipio,18133,1362,3,11283,49009,629
Jalapa,"15,529",Jalapa,Total del Municipio,4407,314,2,2908,10293,89
Jalpa de Méndez,"36,507",Jalpa de Méndez,Total del Municipio,9914,1398,3,5564,22923,139
Jonuta,"10,425",Jonuta,Total del Municipio,3639,1736,0,2319,7712,145
Macuspana,"28,752",Macuspana,Total del Municipio,16286,21416,128,10637,40976,461
Nacajuca,"42,623",Nacajuca,Total del Municipio,14120,30395,213,7932,40849,115
Paraíso,"42,721",Paraíso,Total del Municipio,8278,475,1,4760,26130,102
Tacotalpa,"15,612",Tacotalpa,Total del Municipio,6894,16697,252,3561,12089,133
Teapa,"19,582",Teapa,Total del Municipio,5662,771,2,3481,15653,115
Tenosique,"20,177",Tenosique,Total del Municipio,8392,6131,116,4387,17365,383
Abasolo,"3,302",Abasolo,Total del Municipio,1545,30,0,721,3052,35
Aldama,"10,470",Aldama,Total del Municipio,3258,278,0,1645,8989,292
Altamira,"58,766",Altamira,Total del Municipio,30883,9239,19,13122,79298,555
Antiguo Morelos,"3,145",Antiguo Morelos,Total del Municipio,1332,44,0,644,2699,33
Burgos,"1,954",Burgos,Total del Municipio,608,7,0,232,1389,33
Bustamante,"1,815",Bustamante,Total del Municipio,888,10,0,381,1739,48
Camargo,"7,814",Camargo,Total del Municipio,1447,62,1,736,6322,47
Casas,"1,672",Casas,Total del Municipio,469,27,0,137,1158,39
Ciudad Madero,"46,169",Ciudad Madero,Total del Municipio,22944,3664,17,10179,64922,237
Cruillas,669,Cruillas,Total del Municipio,242,9,0,100,553,21
Gómez Farías,"2,988",Gómez Farías,Total del Municipio,1207,35,0,616,2525,28
González,"12,547",González,Total del Municipio,5270,613,3,2811,11814,157
Güémez,"7,011",Güémez,Total del Municipio,1977,66,0,950,4382,46
Guerrero,"1,810",Guerrero,Total del Municipio,679,11,0,176,1864,147
Gustavo Díaz Ordaz,"5,987",Gustavo Díaz Ordaz,Total del Municipio,1681,85,0,898,4871,16
Hidalgo,"4,505",Hidalgo,Total del Municipio,2889,35,1,1310,5213,72
Jaumave,"4,918",Jaumave,Total del Municipio,1852,82,0,1004,4108,93
Jiménez,"1,388",Jiménez,Total del Municipio,657,14,0,416,1980,27
Llera,"5,373",Llera,Total del Municipio,2079,104,2,1035,4487,126
Mainero,752,Mainero,Total del Municipio,327,2,0,196,649,12
El Mante,"24,642",El Mante,Total del Municipio,13961,550,3,6717,33905,188
Matamoros,"129,068",Matamoros,Total del Municipio,62703,11408,20,27446,156767,1350
Méndez,"2,420",Méndez,Total del Municipio,930,25,0,411,1362,68
Mier,"2,670",Mier,Total del Municipio,899,70,0,240,2957,26
Miguel Alemán,"11,404",Miguel Alemán,Total del Municipio,2246,204,0,955,11493,22
Miquihuana,626,Miquihuana,Total del Municipio,439,0,0,245,933,28
Nuevo Laredo,"103,872",Nuevo Laredo,Total del Municipio,45453,5068,11,19082,118518,355
Nuevo Morelos,936,Nuevo Morelos,Total del Municipio,483,77,1,200,1099,16
Ocampo,"4,703",Ocampo,Total del Municipio,1831,91,0,707,3780,105
Padilla,"3,739",Padilla,Total del Municipio,1657,31,0,747,3981,31
Palmillas,826,Palmillas,Total del Municipio,238,5,0,117,566,31
Reynosa,"166,927",Reynosa,Total del Municipio,65462,16031,32,26452,212561,366
Río Bravo,"31,744",Río Bravo,Total del Municipio,12520,1615,5,5929,38242,281
San Carlos,"1,677",San Carlos,Total del Municipio,813,0,0,366,2195,100
San Fernando,"15,780",San Fernando,Total del Municipio,6974,367,1,3138,15040,341
San Nicolás,163,San Nicolás,Total del Municipio,99,0,0,16,271,40
Soto la Marina,"7,940",Soto la Marina,Total del Municipio,2341,350,4,997,7375,267
Tampico,"69,602",Tampico,Total del Municipio,35696,6413,16,16590,92998,100
Tula,"8,495",Tula,Total del Municipio,2809,113,0,1446,7309,159
Valle Hermoso,"16,813",Valle Hermoso,Total del Municipio,7259,279,3,3760,17887,241
Victoria,"86,030",Victoria,Total del Municipio,35802,1643,2,15089,99561,494
Villagrán,"1,936",Villagrán,Total del Municipio,1034,21,0,468,1611,43
Xicoténcatl,"8,543",Xicoténcatl,Total del Municipio,2343,66,1,1222,6865,64
Amaxac de Guerrero,"2,258",Amaxac de Guerrero,Total del Municipio,1293,429,1,473,2974,7
Apetatitlán de Antonio Carvajal,"4,572",Apetatitlán de Antonio Carvajal,Total del Municipio,2191,431,1,681,4173,11
Atlangatepec,"2,320",Atlangatepec,Total del Municipio,907,133,0,299,1883,34
Atltzayanca,"3,469",Atltzayanca,Total del Municipio,1814,84,0,725,4449,32
Apizaco,"19,584",Apizaco,Total del Municipio,10230,1589,8,3834,22390,43
Calpulalpan,"13,469",Calpulalpan,Total del Municipio,6422,421,1,2412,12670,105
El Carmen Tequexquitla,"1,471",El Carmen Tequexquitla,Total del Municipio,1650,77,0,603,4087,28
Cuapiaxtla,"3,150",Cuapiaxtla,Total del Municipio,1486,45,0,677,3813,16
Cuaxomulco,"1,547",Cuaxomulco,Total del Municipio,494,75,0,340,1502,9
Chiautempan,"14,413",Chiautempan,Total del Municipio,8056,4822,4,2700,18015,44
Muñoz de Domingo Arenas,"2,011",Muñoz de Domingo Arenas,Total del Municipio,501,11,0,182,1232,5
Españita,"2,384",Españita,Total del Municipio,1163,97,0,662,2397,31
Huamantla,"21,846",Huamantla,Total del Municipio,11119,642,2,4545,23427,173
Hueyotlipan,"2,338",Hueyotlipan,Total del Municipio,2169,117,0,900,3797,27
Ixtacuixtla de Mariano Matamoros,"8,426",Ixtacuixtla de Mariano Matamoros,Total del Municipio,3680,454,1,1541,9891,56
Ixtenco,896,Ixtenco,Total del Municipio,1064,808,1,344,1891,18
Mazatecochco de José María Morelos,602,Mazatecochco de José María Morelos,Total del Municipio,853,2886,15,292,2219,24
Contla de Juan Cuamatzi,"6,206",Contla de Juan Cuamatzi,Total del Municipio,5089,11143,59,1766,8949,32
Tepetitla de Lardizábal,"2,959",Tepetitla de Lardizábal,Total del Municipio,3190,419,0,845,5419,22
Sanctórum de Lázaro Cárdenas,"1,044",Sanctórum de Lázaro Cárdenas,Total del Municipio,1298,47,0,572,2341,8
Nanacamilpa de Mariano Arista,"3,311",Nanacamilpa de Mariano Arista,Total del Municipio,2844,137,0,1069,4700,32
Acuamanala de Miguel Hidalgo,"1,899",Acuamanala de Miguel Hidalgo,Total del Municipio,365,334,1,163,1474,4
Natívitas,"6,966",Natívitas,Total del Municipio,3180,244,0,1104,6225,49
Panotla,"8,191",Panotla,Total del Municipio,2986,591,3,1066,7468,50
San Pablo del Monte,"15,758",San Pablo del Monte,Total del Municipio,5613,20518,276,2441,17572,148
Santa Cruz Tlaxcala,"5,378",Santa Cruz Tlaxcala,Total del Municipio,3218,1684,9,1198,6445,48
Tenancingo,"1,129",Tenancingo,Total del Municipio,949,1509,0,386,2781,9
Teolocholco,"3,429",Teolocholco,Total del Municipio,2105,3210,13,809,5604,41
Tepeyanco,"3,865",Tepeyanco,Total del Municipio,736,382,4,349,3174,10
Terrenate,"2,323",Terrenate,Total del Municipio,1776,120,0,645,3713,53
Tetla de la Solidaridad,"7,822",Tetla de la Solidaridad,Total del Municipio,4104,471,1,1545,9397,65
Tetlatlahuca,"3,956",Tetlatlahuca,Total del Municipio,1145,85,0,483,3317,20
Tlaxcala,"37,224",Tlaxcala,Total del Municipio,10169,2830,8,3429,28617,87
Tlaxco,"9,619",Tlaxco,Total del Municipio,5487,315,1,2374,11618,93
Tocatlán,365,Tocatlán,Total del Municipio,549,58,0,300,1449,8
Totolac,"6,918",Totolac,Total del Municipio,2427,850,2,864,5831,18
Ziltlaltépec de Trinidad Sánchez Santos,"1,557",Ziltlaltépec de Trinidad Sánchez Santos,Total del Municipio,1123,168,1,577,2074,22
Tzompantepec,"5,406",Tzompantepec,Total del Municipio,2004,292,0,951,5025,45
Xaloztoc,"3,844",Xaloztoc,Total del Municipio,3153,249,0,1086,5897,40
Xaltocan,"3,256",Xaltocan,Total del Municipio,1484,52,0,480,2892,32
Papalotla de Xicohténcatl,"5,436",Papalotla de Xicohténcatl,Total del Municipio,3109,1643,6,1068,8073,36
Xicohtzinco,"2,414",Xicohtzinco,Total del Municipio,1474,250,1,665,3513,13
Yauhquemehcan,"10,547",Yauhquemehcan,Total del Municipio,5427,554,1,1854,11916,49
Zacatelco,"6,763",Zacatelco,Total del Municipio,4514,673,4,1826,10930,38
Benito Juárez,759,Benito Juárez,Total del Municipio,862,27,0,332,1527,7
Emiliano Zapata,544,Emiliano Zapata,Total del Municipio,367,11,0,163,1222,13
Lázaro Cárdenas,311,Lázaro Cárdenas,Total del Municipio,206,11,0,119,897,5
La Magdalena Tlaltelulco,n.d,La Magdalena Tlaltelulco,Total del Municipio,428,88,0,79,375,2
San Damián Texóloc,972,San Damián Texóloc,Total del Municipio,539,49,0,115,1449,10
San Francisco Tetlanohcan,"1,853",San Francisco Tetlanohcan,Total del Municipio,1155,3977,12,359,2648,11
San Jerónimo Zacualpan,746,San Jerónimo Zacualpan,Total del Municipio,280,28,0,108,1026,7
San José Teacalco,724,San José Teacalco,Total del Municipio,759,67,0,289,1379,16
San Juan Huactzinco,"1,083",San Juan Huactzinco,Total del Municipio,556,274,0,221,1670,8
San Lorenzo Axocomanitla,947,San Lorenzo Axocomanitla,Total del Municipio,568,52,0,214,1326,3
San Lucas Tecopilco,390,San Lucas Tecopilco,Total del Municipio,305,28,0,126,776,10
Santa Ana Nopalucan,839,Santa Ana Nopalucan,Total del Municipio,484,99,0,141,1771,9
Santa Apolonia Teacalco,608,Santa Apolonia Teacalco,Total del Municipio,402,25,0,134,1089,2
Santa Catarina Ayometla,"1,068",Santa Catarina Ayometla,Total del Municipio,688,369,0,353,2182,10
Santa Cruz Quilehtla,"1,215",Santa Cruz Quilehtla,Total del Municipio,554,608,1,294,1696,7
Santa Isabel Xiloxoxtla,806,Santa Isabel Xiloxoxtla,Total del Municipio,348,162,0,151,1223,4
Acajete,"1,790",Acajete,Total del Municipio,984,32,0,461,2488,56
Acatlán,635,Acatlán,Total del Municipio,569,46,0,204,857,9
Acayucan,"21,016",Acayucan,Total del Municipio,8539,6578,36,4725,22326,301
Actopan,"13,319",Actopan,Total del Municipio,5315,136,0,2745,13149,75
Acula,"1,397",Acula,Total del Municipio,858,20,0,365,1664,28
Acultzingo,"3,200",Acultzingo,Total del Municipio,2352,6256,59,1275,5005,81
Camarón de Tejeda,"2,188",Camarón de Tejeda,Total del Municipio,1054,1,0,431,1888,27
Alpatláhuac,"2,168",Alpatláhuac,Total del Municipio,1021,107,0,513,2325,74
Alto Lucero de Gutiérrez Barrios,"8,092",Alto Lucero de Gutiérrez Barrios,Total del Municipio,5218,124,0,2351,8660,43
Altotonga,"7,337",Altotonga,Total del Municipio,7486,1934,6,2995,15184,293
Alvarado,"19,516",Alvarado,Total del Municipio,5860,380,0,2946,17963,101
Amatitlán,"2,280",Amatitlán,Total del Municipio,1515,18,0,831,2651,38
Naranjos Amatlán,"8,634",Naranjos Amatlán,Total del Municipio,4468,1524,1,1750,8037,107
Amatlán de los Reyes,"10,973",Amatlán de los Reyes,Total del Municipio,6165,1343,6,2662,12647,155
Angel R. Cabada,"9,120",Angel R. Cabada,Total del Municipio,4749,297,0,2653,10537,281
La Antigua,"6,988",La Antigua,Total del Municipio,4433,244,1,2025,9028,46
Apazapan,"1,877",Apazapan,Total del Municipio,751,9,0,447,1479,7
Aquila,173,Aquila,Total del Municipio,177,81,0,133,451,6
Astacinga,449,Astacinga,Total del Municipio,338,6826,480,159,1313,21
Atlahuilco,604,Atlahuilco,Total del Municipio,668,11335,1003,392,2076,18
Atoyac,"4,041",Atoyac,Total del Municipio,3321,217,1,1547,6805,94
Atzacan,"2,190",Atzacan,Total del Municipio,2161,290,1,1245,4873,110
Atzalan,"13,471",Atzalan,Total del Municipio,6503,366,1,2763,12899,445
Tlaltetela,"3,184",Tlaltetela,Total del Municipio,1777,144,2,710,4013,79
Ayahualulco,"1,169",Ayahualulco,Total del Municipio,2584,191,1,1529,5873,110
Banderilla,"6,193",Banderilla,Total del Municipio,2378,255,0,1065,7487,25
Benito Juárez,"3,093",Benito Juárez,Total del Municipio,2369,15259,1571,907,3783,227
Boca del Río,"37,169",Boca del Río,Total del Municipio,17480,1935,14,7036,47325,39
Calcahualco,905,Calcahualco,Total del Municipio,1271,434,0,605,2623,44
Camerino Z. Mendoza,"6,411",Camerino Z. Mendoza,Total del Municipio,4215,10146,423,1993,10847,42
Carrillo Puerto,"5,371",Carrillo Puerto,Total del Municipio,2627,86,0,889,4670,92
Catemaco,"7,109",Catemaco,Total del Municipio,7260,632,0,3519,12757,280
Cazones de Herrera,"5,819",Cazones de Herrera,Total del Municipio,3523,6026,60,1702,6535,175
Cerro Azul,"6,030",Cerro Azul,Total del Municipio,4666,875,1,1910,7506,107
Citlaltépetl,"1,941",Citlaltépetl,Total del Municipio,2008,3211,26,994,2951,108
Coacoatzintla,"1,250",Coacoatzintla,Total del Municipio,1188,66,0,600,2730,38
Coahuitlán,474,Coahuitlán,Total del Municipio,657,5317,607,411,1758,75
Coatepec,"20,773",Coatepec,Total del Municipio,12809,607,4,4698,26356,214
Coatzacoalcos,"58,426",Coatzacoalcos,Total del Municipio,41331,15060,29,19268,96393,532
Coatzintla,"13,387",Coatzintla,Total del Municipio,6745,7190,116,2671,14723,126
Coetzala,491,Coetzala,Total del Municipio,422,1048,11,192,475,13
Colipa,"1,433",Colipa,Total del Municipio,741,17,0,294,1742,61
Comapa,"2,593",Comapa,Total del Municipio,2732,49,1,1348,5070,142
Córdoba,"45,592",Córdoba,Total del Municipio,23025,7587,55,9165,59902,365
Cosamaloapan de Carpio,"14,295",Cosamaloapan de Carpio,Total del Municipio,9145,3578,45,3930,17567,167
Cosautlán de Carvajal,"2,835",Cosautlán de Carvajal,Total del Municipio,2525,29,0,1240,4133,90
Coscomatepec,"6,000",Coscomatepec,Total del Municipio,4267,361,0,2015,13104,232
Cosoleacaque,"29,503",Cosoleacaque,Total del Municipio,13393,12449,48,6454,39704,379
Cotaxtla,"10,137",Cotaxtla,Total del Municipio,3122,160,2,1616,6280,81
Coxquihui,"2,294",Coxquihui,Total del Municipio,2549,14100,1012,960,3338,165
Coyutla,"3,715",Coyutla,Total del Municipio,2462,18147,984,1286,5297,147
Cuichapa,"1,878",Cuichapa,Total del Municipio,1835,539,1,649,3205,43
Cuitláhuac,"7,844",Cuitláhuac,Total del Municipio,2217,463,1,1243,7831,50
Chacaltianguis,"3,372",Chacaltianguis,Total del Municipio,1647,51,0,907,3914,75
Chalma,"4,190",Chalma,Total del Municipio,2067,7219,413,867,3496,94
Chiconamel,"1,582",Chiconamel,Total del Municipio,823,5238,216,446,1550,35
Chiconquiaco,912,Chiconquiaco,Total del Municipio,1506,78,0,736,3136,100
Chicontepec,"14,730",Chicontepec,Total del Municipio,11594,45351,2218,4542,13427,299
Chinameca,"6,575",Chinameca,Total del Municipio,2593,1384,1,1454,6569,97
Chinampa de Gorostiza,"3,925",Chinampa de Gorostiza,Total del Municipio,2237,1918,3,827,4165,126
Las Choapas,"13,145",Las Choapas,Total del Municipio,8349,6593,61,4523,20220,645
Chocamán,"3,487",Chocamán,Total del Municipio,2675,244,0,921,4747,103
Chontla,"4,301",Chontla,Total del Municipio,3234,5473,89,1316,3572,103
Chumatlán,434,Chumatlán,Total del Municipio,319,3963,310,254,1028,51
Emiliano Zapata,"25,187",Emiliano Zapata,Total del Municipio,12390,963,0,4299,26742,239
Espinal,"5,934",Espinal,Total del Municipio,2913,14424,401,1411,6633,100
Filomeno Mata,991,Filomeno Mata,Total del Municipio,1395,19066,2406,1007,3289,92
Fortín,"16,790",Fortín,Total del Municipio,6995,1498,2,3176,19258,124
Gutiérrez Zamora,"8,154",Gutiérrez Zamora,Total del Municipio,4035,1420,11,2057,7277,103
Hidalgotitlán,"4,961",Hidalgotitlán,Total del Municipio,3031,980,1,1656,4982,159
Huatusco,"13,113",Huatusco,Total del Municipio,6206,494,2,2396,15026,215
Huayacocotla,"4,435",Huayacocotla,Total del Municipio,3149,1714,12,1394,5823,308
