REL_H_M,PROM_HNV,P3HLI_HE,P5_HLI_HE,GRAPROES,GRAPROES_F,GRAPROES_M,PROM_OCUP,PRO_OCUP_C,ic_ali,NOM_ENT
104.83,2.84,14,14,7.8,8.01,7.6,3.81,1.14,15.8,Durango
99.66,3.32,0,0,7.2,7.5,6.9,3.56,0.9,9.9,Durango
97.19,2.9,18,18,8.27,8.4,8.14,3.85,0.95,9.3,Durango
102.8,3.18,0,0,7.63,7.94,7.34,3.56,0.85,5.2,Durango
108.82,2.95,0,0,7.38,7.6,7.18,3.31,0.82,22.1,Durango
99.44,3.22,3,3,8.08,8.49,7.66,3.57,0.91,18.2,Durango
102.83,2.59,154,154,8.72,8.83,8.61,3.56,0.86,27.5,Durango
96.28,2.79,621,598,8.29,8.49,8.07,3.72,0.91,18.3,Durango
105.57,2.97,68,68,7.05,7.27,6.86,4.29,1.32,13.6,Durango
102.13,2.66,65,65,7.29,7.33,7.26,3.28,0.78,15.0,Durango
99.35,2.5,10,10,8.92,8.86,8.97,3.72,0.9,11.9,Durango
104.34,2.85,21,21,7.11,7.33,6.91,3.99,1.13,18.3,Durango
95.7,2.42,199,197,9.25,9.35,9.15,3.68,0.9,14.7,Durango
95.05,2.44,82,80,7.73,7.73,7.74,4.13,1.17,25.7,Guanajuato
92.42,2.43,97,97,8.34,8.41,8.27,3.59,0.93,23.3,Guanajuato
93.02,2.38,90,89,7.93,8.04,7.81,3.92,1.09,19.4,Guanajuato
94.43,2.12,301,298,8.85,8.75,8.96,3.77,1.09,16.6,Guanajuato
95.21,3.25,5,4,7.23,7.41,7.05,3.39,1.06,22.1,Guanajuato
94.38,1.98,985,981,10.11,9.98,10.25,3.62,0.94,12.3,Guanajuato
89.08,2.41,228,227,8.17,8.25,8.07,4.21,1.2,19.3,Guanajuato
90.66,2.51,20,19,7.77,8.03,7.48,3.53,0.95,23.5,Guanajuato
94.33,2.14,138,137,8.82,8.65,9.02,3.86,1.03,23.0,Guanajuato
92.98,2.56,29,29,7.74,7.8,7.67,3.77,1.06,28.2,Guanajuato
92.12,2.5,29,28,8.06,8.21,7.89,4.05,1.17,11.5,Guanajuato
88.86,2.44,848,826,8.07,8.21,7.9,4.15,1.09,24.8,Guanajuato
93.61,1.99,257,252,10.46,10.47,10.45,3.75,0.91,18.2,Guanajuato
89.71,2.49,11,11,7.8,7.8,7.8,3.93,1.09,23.7,Guanajuato
96.22,2.06,715,710,9.66,9.46,9.87,3.86,0.98,15.1,Guanajuato
94.54,2.28,29,29,8.37,8.33,8.41,3.88,1.1,23.5,Guanajuato
91.16,2.8,27,27,7.01,7.47,6.5,3.59,1.05,20.5,Guanajuato
96.81,2.04,2967,2943,9.75,9.71,9.8,3.9,1.0,21.7,Guanajuato
92.14,2.63,23,22,7.2,7.39,6.98,3.69,1.03,14.4,Guanajuato
92.44,1.96,13,13,8.7,8.46,8.96,3.31,0.87,29.0,Guanajuato
104.82,2.82,18,18,7.16,7.58,6.7,4.03,1.04,10.7,Guanajuato
91.35,2.38,13,13,7.77,7.67,7.87,3.78,1.02,24.6,Guanajuato
97.24,2.31,155,153,7.72,7.78,7.66,4.21,1.18,23.8,Guanajuato
92.39,2.47,99,96,7.77,7.69,7.86,3.9,1.07,20.5,Guanajuato
96.24,2.54,84,83,7.75,7.77,7.74,4.06,1.18,25.6,Guanajuato
93.72,2.08,265,263,9.37,9.19,9.58,3.64,0.9,24.0,Guanajuato
93.36,2.36,47,47,8.12,8.11,8.13,3.65,0.99,21.7,Guanajuato
88.24,2.66,29,28,7.13,7.29,6.95,4.04,1.1,17.1,Guanajuato
94.14,2.71,80,79,7.69,7.94,7.42,4.27,1.15,15.3,Guanajuato
95.65,2.3,303,302,8.2,8.22,8.18,4.05,1.1,18.0,Guanajuato
94.1,2.23,185,183,9.1,9.03,9.18,3.94,1.09,19.2,Guanajuato
89.35,2.47,2246,2185,8.23,8.33,8.11,4.23,1.15,8.2,Guanajuato
90.76,2.2,324,319,8.7,8.73,8.66,3.9,1.04,18.1,Guanajuato
88.88,2.7,7,7,7.69,7.88,7.45,3.69,1.1,9.7,Guanajuato
90.7,2.19,49,48,7.92,7.94,7.89,4.24,1.13,12.5,Guanajuato
92.1,2.56,3,3,7.54,7.73,7.31,3.35,0.89,11.0,Guanajuato
96.7,2.31,227,227,8.68,8.59,8.77,4.36,1.17,24.6,Guanajuato
94.56,2.52,5,5,8.05,8.19,7.89,3.54,0.93,19.5,Guanajuato
94.03,2.53,18,18,7.57,7.68,7.45,3.52,0.99,20.7,Guanajuato
93.36,2.64,1507,1506,7.97,7.95,7.99,4.08,1.25,27.5,Guanajuato
93.0,2.08,97,95,8.01,7.86,8.19,3.54,0.97,22.3,Guanajuato
93.0,2.31,93,92,7.99,7.97,8.01,3.93,1.09,23.8,Guanajuato
87.78,2.68,43,42,8.23,8.36,8.07,3.88,1.12,12.6,Guanajuato
94.62,2.22,150,148,8.94,8.65,9.26,4.01,1.11,20.4,Guanajuato
89.73,3.21,6,6,6.72,6.98,6.41,3.7,1.05,4.8,Guanajuato
91.57,2.56,41,41,7.42,7.52,7.32,3.58,0.99,26.2,Guanajuato
91.18,2.1,11576,11491,9.87,9.68,10.09,3.47,1.16,34.6,Guerrero
94.59,2.82,20332,20001,6.57,6.27,6.9,4.42,1.69,39.5,Guerrero
87.5,3.24,4589,4462,5.27,5.12,5.46,4.32,1.54,24.5,Guerrero
95.34,3.17,300,291,6.87,6.6,7.17,4.02,1.55,45.5,Guerrero
87.33,3.33,10472,10128,4.6,4.51,4.72,5.22,1.42,27.7,Guerrero
90.05,2.75,1302,1278,7.31,7.32,7.29,4.01,1.11,21.4,Guerrero
94.64,3.18,105,103,7.8,7.71,7.89,3.82,1.19,17.7,Guerrero
93.32,2.85,256,254,8.41,8.36,8.47,3.72,1.28,18.4,Guerrero
93.18,3.03,634,634,6.46,6.57,6.34,3.72,1.26,56.3,Guerrero
87.69,3.27,3989,3862,5.93,5.54,6.43,4.48,1.56,26.5,Guerrero
90.13,3.12,9921,9782,5.32,5.04,5.65,4.13,1.57,28.8,Guerrero
94.48,2.66,895,885,8.38,8.3,8.47,3.41,1.33,27.9,Guerrero
93.92,2.89,15281,15016,7.23,6.95,7.54,4.36,1.73,42.0,Guerrero
95.79,3.16,1012,1005,7.48,7.4,7.56,3.5,1.4,32.1,Guerrero
96.11,2.51,96,96,9.04,9.03,9.04,3.04,1.13,15.5,Guerrero
92.84,2.61,84,84,8.09,8.02,8.17,3.22,0.94,16.2,Guerrero
87.51,2.8,27794,27296,6.56,6.35,6.82,4.15,1.48,22.7,Guerrero
90.35,2.02,7747,7714,10.66,10.56,10.77,3.87,1.18,41.8,Guerrero
101.79,3.54,1,1,5.57,5.54,5.6,3.56,1.36,33.2,Guerrero
87.77,3.15,7702,7574,3.4,3.0,3.91,5.09,2.26,45.2,Guerrero
96.01,2.88,59,59,7.48,7.51,7.45,3.62,1.19,29.5,Guerrero
93.38,3.06,440,437,7.67,7.7,7.65,3.47,1.33,41.2,Guerrero
92.05,3.02,9988,9659,5.42,5.0,5.88,4.45,1.83,42.8,Guerrero
86.33,3.08,13593,13212,5.35,5.01,5.77,4.67,1.82,34.1,Guerrero
94.6,2.67,391,389,8.09,7.94,8.26,3.41,1.33,37.6,Guerrero
97.42,3.13,61,59,6.78,6.75,6.8,3.58,1.37,36.4,Guerrero
98.07,3.0,1419,1392,7.02,7.15,6.88,3.58,1.3,23.7,Guerrero
92.14,2.98,2944,2866,6.81,6.59,7.06,3.96,1.28,34.8,Guerrero
94.45,3.22,171,171,7.19,6.98,7.42,3.88,1.8,30.7,Guerrero
97.89,3.33,291,290,6.13,6.15,6.1,3.42,1.14,33.1,Guerrero
98.44,3.27,10,10,5.94,5.93,5.95,3.31,1.33,7.6,Guerrero
93.88,2.52,6586,6463,7.96,7.76,8.18,4.25,1.41,47.0,Guerrero
96.16,3.02,285,282,8.19,8.0,8.38,3.86,1.46,34.5,Guerrero
94.79,3.47,9,9,6.59,6.38,6.83,3.91,1.21,27.2,Guerrero
96.07,3.23,73,73,6.39,6.41,6.37,4.39,1.71,31.3,Guerrero
90.17,2.62,2608,2586,7.62,7.56,7.7,3.78,1.12,42.8,Guerrero
91.75,2.75,1550,1543,7.47,7.47,7.48,3.47,1.12,33.3,Guerrero
92.15,2.14,2575,2562,10.03,9.98,10.08,3.58,1.07,22.3,Guerrero
91.19,2.93,2087,2036,7.35,7.24,7.48,3.89,1.46,37.2,Guerrero
91.05,2.96,8292,8016,8.5,8.16,8.91,4.29,1.54,26.0,Guerrero
95.48,2.86,106,106,7.49,7.33,7.66,3.64,1.08,47.6,Guerrero
91.67,3.02,10550,10313,5.18,4.99,5.4,4.6,2.02,23.3,Guerrero
95.72,2.78,314,312,7.88,7.54,8.24,3.64,1.34,45.5,Guerrero
102.06,3.5,322,313,6.9,6.87,6.94,3.53,1.48,34.3,Guerrero
102.87,3.0,43,43,7.09,7.0,7.18,3.41,1.23,42.0,Guerrero
94.37,2.94,109,108,6.91,6.91,6.92,4.1,1.56,51.6,Guerrero
88.24,3.24,21620,20899,7.77,7.37,8.25,4.35,1.6,14.9,Guerrero
96.88,2.81,503,496,8.16,8.2,8.13,3.64,1.47,39.1,Guerrero
87.02,3.23,10018,9664,4.86,4.65,5.13,4.8,1.74,17.6,Guerrero
94.45,2.56,111,110,8.08,8.04,8.13,3.8,1.34,34.5,Guerrero
87.52,3.08,6386,6146,5.73,5.54,5.95,3.82,1.51,42.2,Guerrero
90.44,2.91,9670,9477,6.19,5.88,6.54,4.24,1.36,53.9,Guerrero
93.96,2.54,14626,14355,8.36,8.35,8.37,3.94,1.55,38.9,Guerrero
90.01,2.97,5,5,5.78,5.61,5.99,4.2,1.29,30.9,Guerrero
96.48,2.7,238,238,7.96,7.95,7.97,3.43,1.27,37.5,Guerrero
95.9,2.56,19,19,7.54,7.75,7.3,3.56,1.06,31.0,Guerrero
95.41,2.34,113,113,8.97,8.77,9.19,3.75,1.39,42.0,Guerrero
92.3,3.09,4585,4493,6.35,6.2,6.54,4.03,1.5,17.0,Guerrero
95.84,2.91,19433,18982,7.18,7.03,7.34,4.33,1.85,28.5,Guerrero
96.18,3.0,515,506,7.43,7.2,7.68,3.59,1.4,29.7,Guerrero
96.7,3.49,62,61,6.47,6.44,6.51,4.2,1.67,25.9,Guerrero
91.21,2.29,2420,2412,8.64,8.63,8.65,3.52,1.13,41.5,Guerrero
96.22,3.03,787,776,7.82,7.48,8.19,3.98,1.59,15.9,Guerrero
91.3,2.87,667,665,7.92,7.88,7.96,3.87,1.14,11.1,Guerrero
92.95,2.77,4095,4028,7.26,7.08,7.46,3.49,1.19,41.9,Guerrero
94.88,2.86,13,13,6.78,6.97,6.58,3.62,1.12,38.3,Guerrero
91.33,2.36,7592,7489,9.21,9.04,9.4,3.88,1.26,39.2,Guerrero
87.19,2.82,10400,10146,5.04,4.96,5.13,4.58,1.92,27.8,Guerrero
88.32,3.09,6452,6267,7.03,6.68,7.45,3.93,1.48,30.0,Guerrero
99.3,3.26,3,3,7.52,7.44,7.6,3.41,1.22,19.1,Guerrero
94.82,3.26,1562,1499,6.14,6.03,6.27,4.01,1.08,38.4,Guerrero
88.1,2.41,42807,41773,8.22,8.04,8.45,4.42,1.4,32.5,Guerrero
95.95,2.81,13,13,8.13,7.8,8.49,3.77,1.43,16.4,Guerrero
98.68,2.58,487,481,7.94,7.81,8.08,3.3,1.23,20.1,Guerrero
82.83,3.1,7973,7653,5.09,4.9,5.34,4.71,1.52,24.5,Guerrero
90.73,3.03,139,139,6.35,6.14,6.58,3.87,1.17,29.6,Guerrero
91.23,2.63,12959,12694,5.19,5.11,5.28,3.85,1.53,42.8,Guerrero
94.4,2.97,7894,7633,6.33,6.21,6.47,3.95,1.62,22.9,Guerrero
95.16,2.16,2300,2279,9.29,9.19,9.4,3.37,1.18,18.9,Guerrero
101.42,3.38,391,384,5.53,5.56,5.51,3.46,1.33,36.6,Guerrero
84.28,3.08,9902,9588,5.81,5.57,6.12,3.78,1.45,40.6,Guerrero
92.58,2.54,72,72,7.35,7.55,7.13,3.79,1.04,32.8,Hidalgo
89.19,2.59,13315,13021,6.66,6.44,6.92,4.41,1.33,45.9,Hidalgo
91.08,2.15,1701,1699,9.93,9.96,9.9,3.74,0.94,21.2,Hidalgo
90.98,2.62,58,57,7.63,7.83,7.39,3.61,1.04,31.5,Hidalgo
93.28,2.27,61,60,8.66,8.66,8.65,3.65,0.97,21.5,Hidalgo
92.31,2.58,3828,3812,8.15,8.23,8.05,3.47,0.97,45.1,Hidalgo
93.73,2.44,19,19,8.51,8.66,8.35,3.52,0.99,24.5,Hidalgo
91.37,2.18,98,98,9.42,9.41,9.44,3.6,0.92,21.4,Hidalgo
96.49,1.99,144,143,9.94,9.93,9.96,3.61,0.86,32.7,Hidalgo
92.33,2.54,11674,11433,7.77,7.4,8.18,3.73,1.02,12.3,Hidalgo
94.88,1.95,779,777,9.88,9.76,10.02,3.52,0.93,58.3,Hidalgo
89.84,2.43,130,128,8.17,8.27,8.06,3.59,0.94,21.1,Hidalgo
92.12,2.78,3931,3881,7.05,6.8,7.33,3.41,0.99,27.3,Hidalgo
91.95,2.56,10186,10083,8.55,8.32,8.8,3.72,0.97,36.0,Hidalgo
93.83,2.47,47,47,7.79,7.86,7.71,3.33,0.94,29.5,Hidalgo
96.74,2.65,1450,1434,7.34,7.53,7.14,3.65,1.01,26.2,Hidalgo
94.56,2.43,7005,6952,8.74,8.69,8.78,3.66,0.97,37.0,Hidalgo
91.48,2.32,227,227,8.02,8.06,7.97,3.75,1.02,20.7,Hidalgo
93.31,2.28,271,269,9.0,9.08,8.92,3.77,0.99,37.2,Hidalgo
91.51,2.78,14,14,7.3,7.54,7.02,3.06,0.88,8.0,Hidalgo
93.63,2.21,48,48,9.48,9.37,9.6,3.65,0.88,20.8,Hidalgo
93.73,2.18,116,116,9.12,9.16,9.07,3.37,0.91,20.7,Hidalgo
91.26,2.22,580,580,10.19,10.13,10.26,3.73,0.93,23.5,Hidalgo
89.57,2.6,71,71,7.79,7.88,7.69,3.71,0.99,32.0,Hidalgo
91.2,2.97,12332,12222,7.56,6.96,8.25,3.73,0.87,32.9,Hidalgo
94.28,2.68,8518,8302,7.14,6.74,7.58,4.21,1.13,39.6,Hidalgo
93.12,2.8,9348,9182,6.44,6.27,6.63,3.62,1.19,47.8,Hidalgo
93.68,2.44,57724,56383,8.42,8.15,8.73,4.02,1.12,46.4,Hidalgo
92.43,2.3,628,622,8.79,8.88,8.68,3.67,0.97,19.6,Hidalgo
88.94,2.22,33236,32985,9.36,9.31,9.41,3.69,0.96,31.7,Hidalgo
91.14,2.63,62,62,7.68,7.82,7.53,3.26,0.87,12.8,Hidalgo
95.41,2.5,6534,6399,7.25,7.02,7.48,3.84,1.1,36.8,Hidalgo
89.84,2.77,40,40,7.29,7.42,7.14,3.03,0.83,10.6,Hidalgo
93.97,2.83,42,42,6.16,6.53,5.75,3.35,0.95,30.8,Hidalgo
93.47,2.84,2001,1964,7.7,7.61,7.8,3.64,1.04,18.4,Hidalgo
89.73,2.35,146,146,8.12,8.28,7.94,4.0,1.1,15.9,Hidalgo
92.52,2.62,2475,2443,7.53,7.54,7.51,3.36,1.0,27.7,Hidalgo
90.39,1.61,4318,4300,11.7,11.64,11.77,3.17,0.78,13.5,Hidalgo
93.97,2.47,51,51,8.31,8.35,8.28,3.5,0.96,24.3,Hidalgo
90.81,2.06,39,39,9.76,9.74,9.78,3.88,0.94,15.9,Hidalgo
91.98,2.16,570,568,9.74,9.76,9.72,3.71,0.96,23.0,Hidalgo
96.47,2.67,96,96,8.58,8.67,8.49,3.42,0.92,19.1,Hidalgo
94.02,3.2,3080,3070,7.77,7.69,7.87,3.5,0.97,24.9,Hidalgo
94.56,2.5,47,47,8.02,8.31,7.7,3.29,0.89,27.8,Hidalgo
90.74,2.38,28,28,8.44,8.42,8.47,3.71,0.95,21.3,Hidalgo
90.77,1.73,9970,9925,11.52,11.44,11.62,3.34,0.75,32.0,Hidalgo
88.56,2.87,133,132,6.58,6.76,6.37,3.32,0.96,10.5,Hidalgo
94.75,2.96,179,179,7.04,7.43,6.59,3.84,1.04,17.1,Hidalgo
89.49,2.11,354,353,10.17,10.2,10.12,3.75,0.94,28.8,Hidalgo
94.14,2.39,43,43,8.3,8.37,8.22,3.33,0.93,19.4,Hidalgo
95.03,2.13,307,305,9.36,9.5,9.22,3.74,0.97,15.4,Hidalgo
97.49,2.83,4627,4609,6.46,6.42,6.5,3.52,1.21,31.4,Hidalgo
94.76,2.97,18327,18028,6.87,6.69,7.07,3.76,1.0,29.2,Hidalgo
94.41,2.31,6934,6908,9.6,9.6,9.6,3.75,0.98,29.7,Hidalgo
89.15,1.99,400,400,9.48,9.53,9.43,3.55,0.92,40.6,Hidalgo
95.34,2.38,7558,7534,9.0,8.94,9.07,3.63,0.97,10.8,Hidalgo
95.05,2.29,31,31,8.01,8.08,7.93,3.7,1.02,28.5,Hidalgo
87.64,2.44,5644,5625,8.72,8.73,8.71,3.42,0.92,30.5,Hidalgo
91.26,2.44,2705,2699,7.89,8.1,7.64,3.71,1.1,29.6,Hidalgo
92.17,2.68,4013,3926,7.23,7.35,7.09,3.74,1.06,27.4,Hidalgo
91.93,2.06,291,289,10.24,10.1,10.4,3.41,0.79,18.3,Hidalgo
99.37,2.93,9162,8985,6.46,6.43,6.49,4.16,1.22,27.6,Hidalgo
94.79,2.12,2766,2765,9.24,9.18,9.31,3.67,0.94,22.2,Hidalgo
94.26,2.31,224,223,8.77,8.92,8.6,3.32,0.92,28.8,Hidalgo
95.22,2.14,31,31,9.06,9.09,9.02,3.81,0.95,21.8,Hidalgo
96.59,2.22,227,226,9.15,9.21,9.09,3.71,1.03,21.6,Hidalgo
95.85,2.62,4441,4356,6.72,6.6,6.86,3.56,1.1,27.5,Hidalgo
95.12,1.84,2639,2633,10.23,10.12,10.34,3.54,0.93,35.7,Hidalgo
95.3,2.17,116,116,9.37,9.4,9.34,3.88,1.03,25.1,Hidalgo
94.35,2.98,47,47,6.43,6.65,6.19,3.17,0.85,21.3,Hidalgo
93.37,2.11,16,16,10.25,10.16,10.34,3.49,0.78,7.2,Hidalgo
96.01,2.7,14824,14537,7.3,7.05,7.57,3.95,1.1,20.8,Hidalgo
94.47,2.09,92,91,9.39,9.33,9.46,4.07,1.04,49.8,Hidalgo
93.18,2.01,192,192,9.55,9.47,9.63,3.54,0.98,18.7,Hidalgo
93.4,2.0,573,570,10.12,10.05,10.18,3.44,0.86,23.6,Hidalgo
90.03,1.99,4380,4371,9.61,9.57,9.65,3.65,0.93,17.7,Hidalgo
94.33,2.15,45,45,9.16,9.21,9.11,3.78,1.02,16.5,Hidalgo
93.9,3.0,12309,11934,6.25,5.78,6.79,4.18,1.28,48.2,Hidalgo
97.0,2.73,82,82,8.0,7.97,8.04,3.18,0.94,16.4,Hidalgo
95.61,2.76,14145,13795,6.41,5.96,6.9,3.93,1.18,44.9,Hidalgo
90.6,2.0,1750,1742,8.7,8.62,8.79,3.6,1.01,19.5,Hidalgo
93.16,2.01,226,225,9.27,9.3,9.24,3.66,0.95,21.4,Hidalgo
93.02,1.92,486,486,10.65,10.65,10.66,3.31,0.84,21.2,Hidalgo
89.88,2.43,4221,4198,8.78,8.81,8.74,3.62,0.95,16.1,Hidalgo
96.53,2.48,12,12,7.29,7.49,7.08,3.61,0.99,16.9,Jalisco
110.31,2.3,642,642,9.23,9.11,9.34,3.71,0.95,15.2,Jalisco
99.48,2.36,159,158,9.52,9.71,9.32,3.58,0.91,14.1,Jalisco
93.56,2.44,10,10,8.34,8.55,8.12,3.6,0.98,8.2,Jalisco
98.53,2.31,136,130,9.2,9.16,9.23,3.9,1.05,8.9,Jalisco
95.92,2.44,153,152,9.06,9.09,9.03,3.45,0.87,13.8,Jalisco
96.05,2.27,235,231,8.1,8.24,7.95,3.53,0.95,13.7,Jalisco
98.36,2.75,11,10,7.64,7.86,7.41,4.26,1.3,14.4,Jalisco
102.42,2.81,3,3,7.66,8.02,7.3,3.66,1.03,11.6,Jalisco
96.89,2.68,3,3,8.05,8.24,7.86,3.19,0.8,25.0,Jalisco
97.33,2.39,69,68,8.24,8.31,8.16,3.66,0.99,12.9,Jalisco
94.17,2.54,18,18,7.43,7.59,7.26,3.42,1.03,5.2,Jalisco
96.49,2.26,696,684,9.74,9.83,9.63,3.41,0.97,9.1,Jalisco
96.11,2.59,48,47,7.07,7.07,7.06,3.87,1.12,10.0,Jalisco
99.2,2.88,6,6,8.14,8.48,7.79,3.63,0.94,18.5,Jalisco
98.9,2.89,3433,3305,7.21,6.75,7.68,4.19,1.26,14.9,Jalisco
106.57,2.89,22,22,7.71,8.0,7.44,3.44,1.14,19.4,Jalisco
98.45,2.67,38,36,8.13,8.27,7.99,3.29,1.0,18.0,Jalisco
99.73,2.77,8,8,6.83,7.09,6.57,3.14,0.73,21.2,Jalisco
94.48,2.16,98,98,9.96,9.93,9.99,3.36,0.87,22.7,Jalisco
98.66,3.25,78,76,6.71,6.78,6.63,3.66,1.12,18.0,Jalisco
98.9,2.96,3,3,7.94,8.14,7.72,4.08,1.19,18.2,Jalisco
99.1,2.39,584,573,8.43,8.55,8.31,3.48,1.2,13.5,Jalisco
96.79,2.49,41,39,8.61,8.56,8.65,3.59,0.96,18.8,Jalisco
92.9,2.36,558,548,9.7,9.9,9.48,3.42,0.84,11.0,Jalisco
101.98,2.58,9,9,7.56,7.89,7.23,3.42,0.93,3.5,Jalisco
103.59,2.97,285,278,7.34,7.45,7.23,3.7,1.33,30.6,Jalisco
95.31,2.93,1,1,7.46,7.8,7.1,3.19,0.75,7.1,Jalisco
94.44,2.67,3,3,7.27,7.42,7.11,3.62,0.89,10.6,Jalisco
93.61,2.73,39,39,7.15,7.26,7.03,3.57,0.97,9.4,Jalisco
103.39,2.9,0,0,7.8,8.62,7.0,2.97,0.74,29.9,Jalisco
96.05,2.3,99,99,9.28,9.28,9.27,3.72,0.94,15.5,Jalisco
94.98,2.38,310,304,9.22,9.31,9.11,3.47,0.98,15.2,Jalisco
98.96,2.69,3,3,8.46,8.61,8.3,2.99,0.83,4.7,Jalisco
109.47,2.16,1264,1254,8.92,8.94,8.91,3.72,1.11,6.1,Jalisco
93.07,2.45,38,37,7.68,7.8,7.54,3.68,0.91,11.2,Jalisco
95.67,2.43,18,18,9.42,9.62,9.2,3.71,0.95,17.3,Jalisco
105.33,3.07,4,4,7.77,8.08,7.47,3.3,0.9,7.4,Jalisco
92.81,1.96,4031,3998,10.96,10.8,11.15,3.46,0.81,9.9,Jalisco
96.71,2.33,142,142,8.41,8.58,8.24,4.16,1.26,5.7,Jalisco
100.09,2.79,18,18,7.5,7.78,7.2,3.79,1.09,9.8,Jalisco
93.45,2.95,791,751,7.71,7.95,7.44,3.72,0.98,19.3,Jalisco
96.48,2.82,10,9,7.76,7.85,7.66,3.33,0.78,25.5,Jalisco
96.74,2.17,298,295,9.01,8.97,9.06,3.44,1.13,20.5,Jalisco
95.11,2.73,27,26,7.6,7.68,7.51,3.55,0.93,19.3,Jalisco
96.08,2.51,18,18,7.96,8.14,7.77,3.64,0.9,5.3,Jalisco
100.27,2.39,95,93,8.28,8.28,8.29,3.94,1.06,14.4,Jalisco
87.79,2.81,55,54,6.5,6.64,6.34,3.49,0.89,13.2,Jalisco
115.58,2.96,36,33,6.39,6.73,6.08,3.43,1.08,7.3,Jalisco
97.29,2.39,284,273,8.27,8.32,8.21,4.24,1.18,15.8,Jalisco
97.84,2.2,34,34,9.1,9.08,9.12,3.54,1.05,16.7,Jalisco
93.16,2.87,14,14,7.98,8.22,7.71,3.45,0.91,11.3,Jalisco
93.63,2.36,86,80,8.4,8.38,8.43,3.83,0.99,11.8,Jalisco
99.95,2.76,175,170,7.89,8.08,7.7,3.32,1.03,3.2,Jalisco
95.47,2.44,4,4,7.95,8.42,7.46,3.28,0.86,8.1,Jalisco
94.97,2.3,110,109,8.94,8.91,8.97,3.82,1.0,12.6,Jalisco
94.61,2.61,28,26,8.79,8.85,8.71,3.72,0.97,6.0,Jalisco
94.97,2.57,35,35,8.92,9.18,8.66,3.34,0.87,9.2,Jalisco
92.82,2.4,36,36,8.46,8.56,8.34,3.82,1.03,12.5,Jalisco
85.56,2.7,0,0,7.25,7.48,6.97,3.25,0.79,4.4,Jalisco
92.56,3.04,10614,10367,5.94,5.36,6.59,4.45,1.36,48.1,Jalisco
99.78,2.9,2,2,7.66,7.77,7.55,3.37,0.88,11.2,Jalisco
95.39,2.15,157,157,9.42,9.38,9.47,3.64,0.98,14.5,Jalisco
93.81,2.69,23,23,7.74,7.9,7.57,4.05,1.04,13.1,Jalisco
99.33,2.72,20,20,6.89,7.03,6.75,3.19,0.97,15.8,Jalisco
96.7,2.58,37,37,8.18,8.06,8.31,4.33,1.2,21.3,Jalisco
100.37,1.91,3014,2987,10.31,10.35,10.26,3.36,1.05,16.1,Jalisco
90.63,3.01,3,3,6.24,6.45,6.0,3.22,0.93,21.2,Jalisco
100.41,3.13,100,95,6.84,7.15,6.52,3.58,1.02,13.6,Jalisco
96.61,2.62,10,10,7.24,7.34,7.14,3.84,0.98,17.6,Jalisco
98.16,2.56,426,421,7.87,8.01,7.72,3.64,1.08,7.2,Jalisco
94.56,2.78,46,46,6.97,7.31,6.59,3.74,0.88,16.1,Jalisco
97.88,2.34,79,78,8.25,8.35,8.16,3.86,1.01,9.1,Jalisco
100.15,2.63,9,9,8.67,9.02,8.32,3.54,0.91,7.7,Jalisco
92.11,2.55,10,10,7.54,7.72,7.32,3.5,0.85,20.6,Jalisco
99.74,2.69,5,5,9.04,9.43,8.64,3.67,0.95,16.0,Jalisco
96.5,2.47,17,17,9.01,9.1,8.92,3.45,0.88,13.8,Jalisco
95.27,2.94,153,142,7.35,7.56,7.13,3.57,1.0,18.2,Jalisco
94.72,2.48,41,41,7.76,7.77,7.75,3.62,0.88,18.8,Jalisco
97.29,1.99,3114,3089,10.18,10.08,10.28,3.7,0.99,10.8,Jalisco
107.51,3.2,11,11,7.54,7.98,7.14,3.22,0.89,12.6,Jalisco
95.39,2.96,3,3,7.14,7.37,6.9,3.25,0.82,15.5,Jalisco
101.44,2.72,0,0,6.17,6.35,5.99,3.17,0.98,15.2,Jalisco
93.66,2.22,313,310,9.31,9.28,9.35,3.9,1.05,19.8,Jalisco
98.51,2.19,1025,1020,8.93,8.92,8.95,3.52,1.0,15.9,Jalisco
99.88,2.76,26,26,8.18,8.37,7.97,3.41,0.98,9.3,Jalisco
96.4,2.48,210,206,8.01,8.05,7.97,3.33,0.91,10.3,Jalisco
98.85,2.5,270,263,7.75,7.85,7.64,4.35,1.25,9.6,Jalisco
97.72,2.58,25,25,7.96,7.98,7.93,3.39,0.92,15.4,Jalisco
97.57,2.62,19,18,8.16,8.32,7.99,3.72,1.04,9.3,Jalisco
98.32,2.62,17,17,8.49,8.66,8.31,3.32,0.88,6.8,Jalisco
95.87,2.56,23,22,8.56,8.75,8.35,3.22,0.83,10.7,Jalisco
92.65,2.46,37,37,7.57,7.57,7.57,3.6,0.91,10.3,Jalisco
99.12,2.74,89,88,7.52,7.7,7.34,3.34,0.93,13.1,Jalisco
96.38,2.24,248,243,8.84,8.85,8.83,3.66,0.89,9.7,Jalisco
97.46,2.4,93,89,9.23,9.31,9.14,3.97,1.08,28.7,Jalisco
95.36,2.42,14,14,8.63,8.74,8.52,3.56,0.87,23.1,Jalisco
96.55,2.64,46,45,7.51,7.71,7.3,3.59,1.0,13.7,Jalisco
98.08,1.9,3990,3959,10.11,9.99,10.24,3.42,1.01,18.1,Jalisco
98.43,2.78,393,378,7.57,7.77,7.35,3.98,1.19,16.1,Jalisco
